,code,url,creator,created_t,created_datetime,last_modified_t,last_modified_datetime,last_modified_by,last_updated_t,last_updated_datetime,product_name,abbreviated_product_name,generic_name,quantity,packaging,packaging_tags,packaging_en,packaging_text,brands,brands_tags,categories,categories_tags,categories_en,origins,origins_tags,origins_en,manufacturing_places,manufacturing_places_tags,labels,labels_tags,labels_en,emb_codes,emb_codes_tags,first_packaging_code_geo,cities,cities_tags,purchase_places,stores,countries,countries_tags,countries_en,ingredients_text,ingredients_tags,ingredients_analysis_tags,allergens,allergens_en,traces,traces_tags,traces_en,serving_size,serving_quantity,no_nutrition_data,additives_n,additives,additives_tags,additives_en,nutriscore_score,nutriscore_grade,nova_group,pnns_groups_1,pnns_groups_2,food_groups,food_groups_tags,food_groups_en,states,states_tags,states_en,brand_owner,ecoscore_score,ecoscore_grade,nutrient_levels_tags,product_quantity,owner,data_quality_errors_tags,unique_scans_n,popularity_tags,completeness,last_image_t,last_image_datetime,main_category,main_category_en,image_url,image_small_url,image_ingredients_url,image_ingredients_small_url,image_nutrition_url,image_nutrition_small_url,energy-kj_100g,energy-kcal_100g,energy_100g,energy-from-fat_100g,fat_100g,saturated-fat_100g,butyric-acid_100g,caproic-acid_100g,caprylic-acid_100g,capric-acid_100g,lauric-acid_100g,myristic-acid_100g,palmitic-acid_100g,stearic-acid_100g,arachidic-acid_100g,behenic-acid_100g,lignoceric-acid_100g,cerotic-acid_100g,montanic-acid_100g,melissic-acid_100g,unsaturated-fat_100g,monounsaturated-fat_100g,omega-9-fat_100g,polyunsaturated-fat_100g,omega-3-fat_100g,omega-6-fat_100g,alpha-linolenic-acid_100g,eicosapentaenoic-acid_100g,docosahexaenoic-acid_100g,linoleic-acid_100g,arachidonic-acid_100g,gamma-linolenic-acid_100g,dihomo-gamma-linolenic-acid_100g,oleic-acid_100g,elaidic-acid_100g,gondoic-acid_100g,mead-acid_100g,erucic-acid_100g,nervonic-acid_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,added-sugars_100g,sucrose_100g,glucose_100g,fructose_100g,lactose_100g,maltose_100g,maltodextrins_100g,starch_100g,polyols_100g,erythritol_100g,fiber_100g,soluble-fiber_100g,insoluble-fiber_100g,proteins_100g,casein_100g,serum-proteins_100g,nucleotides_100g,salt_100g,added-salt_100g,sodium_100g,alcohol_100g,vitamin-a_100g,beta-carotene_100g,vitamin-d_100g,vitamin-e_100g,vitamin-k_100g,vitamin-c_100g,vitamin-b1_100g,vitamin-b2_100g,vitamin-pp_100g,vitamin-b6_100g,vitamin-b9_100g,folates_100g,vitamin-b12_100g,biotin_100g,pantothenic-acid_100g,silica_100g,bicarbonate_100g,potassium_100g,chloride_100g,calcium_100g,phosphorus_100g,iron_100g,magnesium_100g,zinc_100g,copper_100g,manganese_100g,fluoride_100g,selenium_100g,chromium_100g,molybdenum_100g,iodine_100g,caffeine_100g,taurine_100g,ph_100g,fruits-vegetables-nuts_100g,fruits-vegetables-nuts-dried_100g,fruits-vegetables-nuts-estimate_100g,fruits-vegetables-nuts-estimate-from-ingredients_100g,collagen-meat-protein-ratio_100g,cocoa_100g,chlorophyl_100g,carbon-footprint_100g,carbon-footprint-from-meat-or-fish_100g,nutrition-score-fr_100g,nutrition-score-uk_100g,glycemic-index_100g,water-hardness_100g,choline_100g,phylloquinone_100g,beta-glucan_100g,inositol_100g,carnitine_100g,sulphate_100g,nitrate_100g,acidity_100g,path
0,5397136019118,http://world-en.openfoodfacts.org/product/5397136019118/vanilla-oat-hoops-kelkin,caraldine,1714328940,2024-04-28T18:29:00Z,1714330262,2024-04-28T18:51:02Z,roboto-app,1714330262.0,2024-04-28T18:51:02Z,vanilla oat hoops,,,325g,,,,,Kelkin,kelkin,"cereal oats,oat hoops","en:cereal-oats,en:oat-hoops","Cereal-oats,Oat-hoops",,,,,,en:no-gluten,en:no-gluten,No gluten,,,,,,,,en:Ireland,en:ireland,Ireland,"Oat Flour (60%), Maize Flour, Wholegrain Maize Flour, Sugar, Raising Agent [Potassium Bicarbonate], Antioxidant [Ascorbyl Palmitate, Tocopherol-Rich Extract, Acid: Citric Acid], Natural Vanilla Flavouring (1%), Salt, Glucose Syrup.","en:oat-flour,en:cereal,en:flour,en:cereal-flour,en:oat,en:corn-flour,en:corn,en:whole-grain-corn-flour,en:wholemeal-flour,en:sugar,en:added-sugar,en:disaccharide,en:raising-agent,en:antioxidant,en:e306,en:acid,en:natural-vanilla-flavouring,en:flavouring,en:natural-flavouring,en:vanilla-flavouring,en:salt,en:glucose-syrup,en:monosaccharide,en:glucose,en:e304i,en:e304,en:e330","en:may-contain-palm-oil,en:vegan,en:vegetarian",,,,,,35g,35.0,,4.0,,"en:e304,en:e304i,en:e306,en:e330,en:e501,en:e501ii","E304 - Fatty acid esters of ascorbic acid,E304i - Ascorbyl palmitate,E306 - Tocopherol-rich extract,E330 - Citric acid,E501 - Potassium carbonates,E501ii - Potassium hydrogen carbonate",0.0,b,4.0,unknown,unknown,,,,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:packaging-photo-selected, en:nutrition-photo-selected, en:ingredients-photo-selected, en:front-photo-selected, en:photos-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-completed,en:product-name-completed,en:photos-validated,en:packaging-photo-selected,en:nutrition-photo-selected,en:ingredients-photo-selected,en:front-photo-selected,en:photos-uploaded","To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity completed,Product name completed,Photos validated,Packaging photo selected,Nutrition photo selected,Ingredients photo selected,Front photo selected,Photos uploaded",,,unknown,"en:fat-in-moderate-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-moderate-quantity,en:salt-in-moderate-quantity",325.0,,,,,0.7,1714329013.0,2024-04-28T18:30:13Z,en:oat-hoops,Oat-hoops,https://images.openfoodfacts.org/images/products/539/713/601/9118/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/539/713/601/9118/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/539/713/601/9118/ingredients_en.5.400.jpg,https://images.openfoodfacts.org/images/products/539/713/601/9118/ingredients_en.5.200.jpg,https://images.openfoodfacts.org/images/products/539/713/601/9118/nutrition_en.7.400.jpg,https://images.openfoodfacts.org/images/products/539/713/601/9118/nutrition_en.7.200.jpg,1785.0,427.0,1785.0,,5.1,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,9.1,,,,,,,,,,,7.5,,,11.0,,,,0.8,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,C:/Users/koust_fiminqv/Desktop/thesis/image_data/image_0.jpg
1,9100000768038,http://world-en.openfoodfacts.org/product/9100000768038/tortelloni-spinat-ricotta-spar,foodvisor,1619172256,2021-04-23T10:04:16Z,1673870936,2023-01-16T12:08:56Z,roboto-app,1707833947.0,2024-02-13T14:19:07Z,Tortelloni Spinat&Ricotta,,,,,,,,Spar,spar,,,,,,,,,,,,,,,,,,Spar,en:Ireland,en:ireland,Ireland,,,,,,,,,250.0g,250.0,,,,,,,unknown,,unknown,unknown,,,,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-selected,en:ingredients-photo-to-be-selected,en:front-photo-selected,en:photos-uploaded","To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo selected,Ingredients photo to be selected,Front photo selected,Photos uploaded",,,unknown,,,,,,,0.475,1673870167.0,2023-01-16T11:56:07Z,,,https://images.openfoodfacts.org/images/products/910/000/076/8038/front_en.5.400.jpg,https://images.openfoodfacts.org/images/products/910/000/076/8038/front_en.5.200.jpg,,,https://images.openfoodfacts.org/images/products/910/000/076/8038/nutrition_en.7.400.jpg,https://images.openfoodfacts.org/images/products/910/000/076/8038/nutrition_en.7.200.jpg,,312.0,1305.0,,8.1,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,3.7,,,,,,,,,,,1.6,,,11.0,,,,0.6,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:/Users/koust_fiminqv/Desktop/thesis/image_data/image_1.jpg
2,20016678,http://world-en.openfoodfacts.org/product/20016678/deep-pan-double-pepperoni-pizza,waistline-app,1654967356,2022-06-11T17:09:16Z,1677361076,2023-02-25T21:37:56Z,kiliweb,1707862951.0,2024-02-13T22:22:31Z,Deep pan. Double pepperoni pizza,,,,,,,,Deep Pan Double Pepperoni Pizza,deep-pan-double-pepperoni-pizza,,,,,,,,,,,,,,,,,,,en:Ireland,en:ireland,Ireland,,,,,,,,,184g,184.0,,,,,,,unknown,,unknown,unknown,,,,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-selected,en:ingredients-photo-to-be-selected,en:front-photo-selected,en:photos-uploaded","To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo selected,Ingredients photo to be selected,Front photo selected,Photos uploaded",,,unknown,,,,,,,0.375,1677361076.0,2023-02-25T21:37:56Z,,,https://images.openfoodfacts.org/images/products/20016678/front_en.10.400.jpg,https://images.openfoodfacts.org/images/products/20016678/front_en.10.200.jpg,,,https://images.openfoodfacts.org/images/products/20016678/nutrition_en.12.400.jpg,https://images.openfoodfacts.org/images/products/20016678/nutrition_en.12.200.jpg,,264.0,1105.0,,9.5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.6,3.2,,,,,,,,,,,2.1,,,11.0,,,,1.01,,0.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:/Users/koust_fiminqv/Desktop/thesis/image_data/image_2.jpg
3,5099839702563,http://world-en.openfoodfacts.org/product/5099839702563/granola,inf,1651267656,2022-04-29T21:27:36Z,1714082022,2024-04-25T21:53:42Z,roboto-app,1714082022.0,2024-04-25T21:53:42Z,Granola,,,,,,,,,,,,,,,,,,en:no-gluten,en:no-gluten,No gluten,,,,,,,,en:Ireland,en:ireland,Ireland,"Gluten Free Jumbo Oats* (69%), Sunflower Oil, Inulin, Golden Syrup, Roasted Almonds (3%) (Nuts), Roasted Hazelnuts (2%), Roasted Cashew Nuts (2%), Pumpkin Seeds (2%), Apple Juice Concentrate. *Oats used in this product are gluten-free and have been specially produced, prepared and processed in a way to avoid contamina - tion by cereals containing gluten. Allergy Advice: For allergens, see highlighted ingredients. May also contain traces of Peanuts, other Nuts and Sesame Seeds.","en:jumbo-oats,en:sunflower-oil,en:oil-and-fat,en:vegetable-oil-and-fat,en:vegetable-oil,en:inulin,en:fiber,en:vegetable-fiber,en:golden-syrup,en:added-sugar,en:disaccharide,en:monosaccharide,en:invert-sugar,en:sugar-syrup,en:invert-sugar-syrup,en:almond,en:nut,en:tree-nut,en:hazelnut,en:cashew-nuts,en:pumpkin-seed,en:vegetable,en:fruit-vegetable,en:seed,en:pumpkin,en:apple-juice,en:fruit,en:juice,en:malaceous-fruit,en:apple,en:fruit-juice,en:oats-used-in-this-product-are-gluten-free-and-have-been-specially-produced,en:prepared-and-processed-in-a-way-to-avoid-contamina,en:tion-by-cereals-containing-gluten,en:see-highlighted-ingredients","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",en:nuts,,,"en:nuts,en:peanuts,en:sesame-seeds","Nuts,Peanuts,Sesame seeds",,,,0.0,,,,,unknown,4.0,unknown,unknown,,,,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-selected, en:front-photo-selected, en:photos-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-selected,en:ingredients-photo-selected,en:front-photo-selected,en:photos-uploaded","To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo selected,Ingredients photo selected,Front photo selected,Photos uploaded",,,unknown,,,,,,,0.3875,1714081350.0,2024-04-25T21:42:30Z,,,https://images.openfoodfacts.org/images/products/509/983/970/2563/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/509/983/970/2563/front_en.4.200.jpg,https://images.openfoodfacts.org/images/products/509/983/970/2563/ingredients_en.8.400.jpg,https://images.openfoodfacts.org/images/products/509/983/970/2563/ingredients_en.8.200.jpg,https://images.openfoodfacts.org/images/products/509/983/970/2563/nutrition_en.6.400.jpg,https://images.openfoodfacts.org/images/products/509/983/970/2563/nutrition_en.6.200.jpg,,472.0,1975.0,,14.0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,7.6,,,,,,,,,,,7.2,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,C:/Users/koust_fiminqv/Desktop/thesis/image_data/image_3.jpg
4,29310746,http://world-en.openfoodfacts.org/product/29310746/cereal-m-s,foodvisor,1686377986,2023-06-10T06:19:46Z,1697564780,2023-10-17T17:46:20Z,roboto-app,1707881784.0,2024-02-14T03:36:24Z,Cereal,,,,,,,,M s,m-s,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Chocolate cereals, Crunchy cereal clusters, Cereal clusters with chocolate","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:chocolate-cereals,en:crunchy-cereal-clusters,en:cereal-clusters-with-chocolate","Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Chocolate cereals,Crunchy cereal clusters,Cereal clusters with chocolate",,,,,,No gluten,en:no-gluten,No gluten,,,,,,,,en:Ireland,en:ireland,Ireland,Gluten Free Oat Flakes (46%). Sugar. Rapeseed Oil. Dark and White Chocolate Curls (10%) (Sugar Cocoa Mass Cocoa Butter Dried Whole Milk Dried Whey (Milk). Emulsifier: Soya Lecithin Flavouring) - Milk Chocolate Chunks (5%) (Sugar Dried Whole Milk - Cocoa Butter Cocoa Mass Emulsifier: Soya Lecithin Flavouring) Rice Crisp (3.5%) (Rice Flour. Chicory Fibre . not suitable 1 nut allergy for . ● • ● Sugar Salt) Golden Linseed Cocoa Mass Maltodextrin Glucose Syrup - Milk Solids Honey Sea Salt Flavouring. . ● ● ● ● ● For allergens see ingredients in bold. Not suitable for those with a Nut and Peanut allergy.,"en:oat-flakes,en:cereal,en:oat,en:sugar,en:added-sugar,en:disaccharide,en:rapeseed-oil,en:oil-and-fat,en:vegetable-oil-and-fat,en:dark-and-white-chocolate-curls,en:milk-chocolate-chips,en:chocolate,en:puffed-rice,en:rice,en:golden-linseed-cocoa-mass-maltodextrin-glucose-syrup,en:milk-solids-honey-sea-salt-flavouring,en:●-●-●-●-●-for-allergens-see-ingredients-in-bold,en:not-suitable-for-those-with-a-nut-and-peanut-allergy,en:sugar-cocoa-mass-cocoa-butter-dried-whole-milk-dried-whey,en:emulsifier,en:sugar-dried-whole-milk,en:cocoa-butter-cocoa-mass-emulsifier,en:rice-flour,en:flour,en:chicory-fibre,en:vegetable,en:fiber,en:shoot-vegetable,en:vegetable-fiber,en:chicory,en:not-suitable-1-nut-allergy-for,en:●,en:●-sugar-salt,en:soya-lecithin-flavouring","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",en:milk,,,,,45.0g,45.0,,0.0,,,,9.0,c,4.0,Cereals and potatoes,Breakfast cereals,en:breakfast-cereals,"en:cereals-and-potatoes,en:breakfast-cereals","Cereals and potatoes,Breakfast cereals","en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-selected, en:front-photo-to-be-selected, en:photos-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-selected,en:ingredients-photo-selected,en:front-photo-to-be-selected,en:photos-uploaded","To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo selected,Ingredients photo selected,Front photo to be selected,Photos uploaded",,25.0,d,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-high-quantity,en:salt-in-moderate-quantity",,,,3.0,"top-75-percent-scans-2023,top-80-percent-scans-2023,top-85-percent-scans-2023,top-90-percent-scans-2023,top-50000-gb-scans-2023,top-100000-gb-scans-2023,top-country-gb-scans-2023",0.575,1697563881.0,2023-10-17T17:31:21Z,en:cereal-clusters-with-chocolate,Cereal clusters with chocolate,,,https://images.openfoodfacts.org/images/products/29310746/ingredients_en.8.400.jpg,https://images.openfoodfacts.org/images/products/29310746/ingredients_en.8.200.jpg,https://images.openfoodfacts.org/images/products/29310746/nutrition_en.4.400.jpg,https://images.openfoodfacts.org/images/products/29310746/nutrition_en.4.200.jpg,1926.0,460.0,1926.0,,19.33333,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,22.3,,,,,,,,,,,6.5,,,8.3,,,,0.3,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.45,,,,,,9.0,,,,,,,,,,,,C:/Users/koust_fiminqv/Desktop/thesis/image_data/image_4.jpg
5,5099839668593,http://world-en.openfoodfacts.org/product/5099839668593/supervalu,openfoodfacts-contributors,1615412781,2021-03-10T21:46:21Z,1687416372,2023-06-22T06:46:12Z,naruyoko,1707829597.0,2024-02-13T13:06:37Z,,,,185 g,,,,,Supervalu,supervalu,,,,,,,,,High proteins,"en:source-of-proteins,en:high-proteins","Source of proteins,High proteins",,,,,,,,en:Ireland,en:ireland,Ireland,,,,,,,,,,,off,,,,,,unknown,,unknown,unknown,,,,"en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-to-be-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-selected, en:front-photo-to-be-selected, en:photos-uploaded","en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-completed,en:product-name-to-be-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-selected,en:ingredients-photo-selected,en:front-photo-to-be-selected,en:photos-uploaded","To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity completed,Product name to be completed,Photos to be validated,Packaging photo to be selected,Nutrition photo selected,Ingredients photo selected,Front photo to be selected,Photos uploaded",,,unknown,,185.0,,,1.0,"bottom-25-percent-scans-2021,top-80-percent-scans-2021,top-85-percent-scans-2021,top-90-percent-scans-2021,top-5000-ie-scans-2021,top-10000-ie-scans-2021,top-50000-ie-scans-2021,top-100000-ie-scans-2021,top-country-ie-scans-2021",0.275,1615412844.0,2021-03-10T21:47:24Z,,,,,https://images.openfoodfacts.org/images/products/509/983/966/8593/ingredients_en.4.400.jpg,https://images.openfoodfacts.org/images/products/509/983/966/8593/ingredients_en.4.200.jpg,https://images.openfoodfacts.org/images/products/509/983/966/8593/nutrition_en.6.400.jpg,https://images.openfoodfacts.org/images/products/509/983/966/8593/nutrition_en.6.200.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:/Users/koust_fiminqv/Desktop/thesis/image_data/image_5.jpg
6,2007040834792,http://world-en.openfoodfacts.org/product/2007040834792/chocolat-zeeman,foodvisor,1641555607,2022-01-07T11:40:07Z,1654095023,2022-06-01T14:50:23Z,kiliweb,1707851572.0,2024-02-13T19:12:52Z,Chocolat zeeman,,,,,,,,Zeeman,zeeman,,,,,,,,,,,,,,,,,,,en:Ireland,en:ireland,Ireland,,,,,,,,,70.0g,70.0,,,,,,,unknown,,unknown,unknown,,,,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-selected,en:ingredients-photo-to-be-selected,en:front-photo-selected,en:photos-uploaded","To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo selected,Ingredients photo to be selected,Front photo selected,Photos uploaded",,,unknown,,,,,,,0.375,1654095022.0,2022-06-01T14:50:22Z,,,https://images.openfoodfacts.org/images/products/200/704/083/4792/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/200/704/083/4792/front_en.4.200.jpg,,,https://images.openfoodfacts.org/images/products/200/704/083/4792/nutrition_en.6.400.jpg,https://images.openfoodfacts.org/images/products/200/704/083/4792/nutrition_en.6.200.jpg,,557.0,2330.0,,34.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,54.0,,,,,,,,,,,0.100000001490116,,,6.4,,,,0.2,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:/Users/koust_fiminqv/Desktop/thesis/image_data/image_6.jpg
